nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
0,0,0,33,10464,1,11,0,0,0,0,0,0,0
3125,2425,12500,31,21939,1,18,0,0,0,0,0,0,0
0,0,2500,35,9600,3,10,1,0,0,0,0,0,0
400,-2970,-2175,25,31698,1,17,0,0,0,0,0,0,0
1899,51299,57299,46,52440,3,13,0,1,1,0,0,1,0
40000,42000,42000,32,67590,4,18,0,1,0,0,0,1,0
800,2150,51459,48,31905,2,12,0,1,0,0,0,1,1
6000,-250,156510,34,100029,5,13,0,1,1,0,0,0,1
4999,4999,205999,44,42300,1,13,1,0,0,0,0,0,1
51,51,5051,43,39120,4,12,1,0,0,0,0,0,1
1130,-312,4188,34,24678,3,14,0,1,1,0,0,0,1
500,500,80500,55,21552,8,11,0,1,1,0,0,0,1
500,-1500,8325,42,11253,5,12,1,0,0,0,0,0,1
7300,11425,68925,27,36639,4,14,0,1,1,0,0,1,1
1000,800,6650,30,18000,4,15,0,0,0,0,0,0,1
12000,12000,14500,62,21780,2,14,0,1,0,0,0,0,1
13998,22498,65177,43,26367,2,16,0,0,0,0,0,1,1
0,-500,0,35,19287,3,12,0,0,0,0,0,0,0
2299,-13901,-13901,42,34227,4,16,0,1,0,0,0,0,0
22998,37878,116478,52,108870,2,18,1,1,1,0,0,1,1
76000,110400,178400,59,46500,3,12,0,1,0,0,0,1,1
1000,-1700,72300,58,29724,3,12,1,1,1,0,0,0,1
400,-1600,78400,60,31605,1,12,1,0,0,0,0,0,1
4100,-6500,-1800,44,19560,1,17,0,0,0,0,0,0,0
0,-1800,-800,42,15786,4,12,0,0,0,0,0,0,0
0,-4000,-4000,52,20070,2,8,0,1,1,0,0,0,0
1849,-601,49249,46,22410,3,12,0,0,0,0,0,0,1
3150,2650,2650,58,15420,2,12,0,1,0,0,0,0,0
10,10,1010,26,8049,5,9,0,0,0,0,0,0,0
5500,7055,8055,37,26391,1,17,0,0,0,0,0,1,0
0,0,30000,38,8160,4,6,0,1,0,0,0,0,1
625,-112,638,52,11751,1,12,0,0,0,0,0,0,0
28900,59115,183974,46,80079,3,16,0,1,1,0,0,1,1
499,199,25749,40,3618,1,18,1,0,0,0,0,0,1
0,0,0,25,26520,4,11,0,0,0,0,0,0,0
12000,12200,60000,53,46932,4,1,0,1,0,0,0,1,1
0,-800,-800,33,28554,3,12,0,1,0,0,0,0,0
122500,142500,418500,46,83085,2,18,0,0,0,0,0,1,1
28498,20248,98799,50,11451,3,12,0,1,0,0,0,0,1
18298,17704,192704,60,14442,4,14,0,1,1,0,0,0,1
50200,58100,83962,45,32250,2,14,0,0,0,0,0,1,1
41500,40872,44222,32,2814,1,15,0,0,0,0,0,0,1
100,-1700,4300,35,42393,4,12,0,1,0,0,0,0,0
500,500,2000,35,8700,2,12,0,0,0,0,0,0,1
0,-3000,55500,53,9705,6,12,0,0,0,0,0,0,1
200,-3800,56253,44,34965,3,17,0,0,0,0,0,0,1
1303947,1317947,1375947,40,113199,4,17,0,1,1,0,0,1,1
18000,33000,243000,47,33687,4,16,0,1,0,0,0,1,1
5550,5550,13650,35,37776,2,12,0,1,1,0,0,0,0
800,-5590,-4590,42,23004,4,12,0,1,0,0,0,0,0
10500,10500,119900,38,41982,4,14,1,0,0,0,0,0,1
6000,5000,125000,32,54948,4,17,0,1,1,0,0,0,1
2000,2000,5500,27,31308,1,12,0,0,0,0,0,0,0
609,-4391,-4387,38,18930,4,12,0,0,0,0,0,0,0
466,426,9426,60,4038,1,8,0,0,0,0,0,0,1
0,4000,160500,55,39216,3,16,0,0,0,0,0,1,1
1571,1371,31871,34,30534,2,12,0,1,1,0,0,0,1
422,-14578,-5303,54,32076,3,3,0,0,0,0,0,0,0
7248,6848,17548,64,32817,2,13,0,1,1,0,0,0,1
5510,5010,5010,50,32940,3,12,1,1,0,0,0,0,0
0,-5300,69700,54,40320,6,12,1,1,1,0,0,0,1
0,-600,5453,47,7419,1,6,0,0,0,0,0,0,0
400,-100,500,32,17040,4,12,0,1,0,0,0,0,0
1200,1200,5796,37,18000,4,12,0,0,0,0,0,0,0
17600,26000,97800,61,54192,2,14,1,1,0,0,0,1,1
17000,15000,39500,34,62436,1,18,0,0,0,0,0,0,1
1455,-7545,-6795,27,26940,1,18,0,0,0,0,0,0,0
9999,9999,189999,64,18450,5,6,0,1,0,0,0,0,1
700,-9500,1500,26,17919,4,12,0,1,0,0,0,0,0
0,-3000,27000,42,16830,7,12,0,1,0,0,0,0,1
0,0,18081,63,39174,1,11,0,0,0,0,0,0,0
11400,13900,75400,47,47496,3,13,1,1,1,0,0,1,1
2707,5155,30505,36,35154,2,12,0,1,1,0,0,1,1
2099,-6901,52341,37,38112,3,12,0,0,0,0,0,0,1
26499,35599,185599,35,114300,2,14,0,1,1,0,0,1,1
7000,6100,15100,26,37650,2,12,0,1,1,0,0,0,1
100,-4900,-4150,38,18927,2,12,0,0,0,0,0,0,0
5599,1099,11299,36,57675,2,14,0,0,0,0,0,0,1
3724,-11276,28469,46,51339,4,12,0,1,1,0,0,0,1
500,-750,20650,64,15600,2,12,0,1,0,0,0,0,1
7250,72,14672,29,51879,3,16,1,1,1,0,0,0,1
3000,6650,10000,64,17616,1,12,0,0,0,0,0,1,0
330000,358400,1315400,61,179373,2,12,0,1,0,0,0,1,1
5050,4050,15550,31,17715,1,13,0,0,0,0,0,0,1
3000,2000,68000,58,14460,2,12,0,1,0,0,0,0,1
200,-250,77750,47,41670,6,10,0,1,0,0,0,0,1
2250,-4750,133350,50,17490,2,13,0,0,0,0,0,0,1
2391,-4609,61391,36,72069,4,15,0,1,1,0,0,0,0
100,-11400,22800,28,21891,5,13,1,1,1,0,0,0,1
5500,4100,139350,49,17631,3,12,0,0,0,0,0,0,1
0,0,30000,60,15000,3,10,0,1,0,0,0,0,1
0,0,350,32,18861,5,10,0,1,1,0,0,0,0
0,0,5600,31,2160,5,12,0,1,0,0,0,0,0
59,59,509,47,8019,1,12,0,0,0,0,0,0,0
5000,3500,12000,27,42291,2,16,0,1,1,0,0,0,0
2336,2136,3667,26,22182,8,11,0,1,1,0,0,0,0
0,0,18000,38,16344,4,12,0,1,0,0,0,0,1
41248,40548,66298,60,29100,2,11,0,1,1,0,0,0,1
2720,1970,143570,39,41088,5,18,0,1,1,0,0,0,1
200,200,13200,32,12192,4,13,1,0,0,0,0,0,1
0,-4300,-300,30,31086,4,12,0,1,1,0,0,0,0
5500,5430,38205,55,20547,2,12,0,0,0,0,0,1,1
1204,-296,6904,27,32154,3,13,0,1,1,0,0,0,0
9999,9999,9999,25,5700,2,15,0,0,0,0,0,0,0
75,-75,2000,33,7800,3,17,0,0,0,0,0,0,0
462000,502000,664000,48,112989,4,16,0,1,0,0,0,1,1
10,-710,29290,37,10566,6,11,0,1,0,0,0,0,1
249,-651,7349,45,54255,4,17,0,1,1,0,0,0,0
0,2300,22300,41,28050,4,16,0,0,0,0,0,1,1
1250,1080,26080,49,19392,3,13,1,1,1,0,0,0,1
5200,19000,31000,56,77979,2,12,0,1,0,0,0,1,1
0,-700,-700,31,8400,4,12,0,0,0,0,0,0,0
699,-501,2860,45,15561,2,12,0,0,0,0,0,0,0
200,-100,35700,26,32016,3,12,0,1,1,0,0,0,1
999,499,3499,32,43146,3,9,0,1,1,0,0,0,1
450,-1150,23150,37,17760,4,12,1,1,0,0,0,0,1
4898,12434,132434,61,103449,2,18,1,1,1,0,0,1,1
0,0,0,40,15402,5,7,0,1,0,0,0,0,0
0,0,1000,39,21216,1,11,0,0,0,0,0,0,0
129500,149601,179601,53,48732,2,12,0,1,0,0,0,1,1
7099,36699,99099,47,47178,5,14,1,1,1,0,0,1,1
250,-2750,19250,60,33987,2,12,0,1,0,0,0,0,1
5190,5190,55190,42,43173,3,13,0,1,0,0,0,0,0
3300,-1200,24800,33,58428,4,12,0,1,0,0,0,0,1
1992,1792,27292,47,21240,1,14,0,0,0,0,0,0,1
0,-1000,-1000,30,7650,4,12,0,1,0,0,0,0,0
111200,138100,192100,61,59946,2,18,1,1,0,0,0,1,1
0,0,5242,49,14280,1,12,0,0,0,0,0,0,0
3699,4599,57299,37,47643,3,12,0,1,1,0,0,1,1
6649,6649,53449,61,14760,2,15,1,0,0,0,0,0,1
5500,4600,39600,34,31839,2,18,0,1,1,0,0,1,1
12200,11700,11700,33,47802,6,14,1,1,1,0,0,0,0
0,-1500,-1000,34,10371,2,12,0,0,0,0,0,0,0
31202,80802,148302,43,99153,2,18,1,1,1,0,0,1,1
290,-17710,97290,38,42054,4,14,0,1,1,0,0,0,1
0,-2000,-2000,34,7374,2,13,0,0,0,0,0,0,0
25500,24100,35775,49,45600,2,15,1,0,0,0,0,0,0
475,-4757,19743,33,41130,3,14,0,1,1,0,0,0,1
350,-14650,58412,37,25488,4,12,0,1,1,0,0,0,1
100,-1500,-1500,30,11256,1,13,0,0,0,0,0,0,0
5,5,1505,45,13911,2,10,0,0,0,0,0,0,0
0,0,0,41,11202,2,9,0,0,0,0,0,0,0
2249,2204,13204,33,51912,3,12,0,1,1,0,0,0,1
26000,39000,193175,47,21996,2,12,1,0,0,0,0,1,1
0,0,50000,50,43500,6,13,0,1,0,0,0,0,0
350,-1750,90750,29,14892,2,14,0,1,1,0,0,0,1
200,200,6200,30,29772,4,12,0,1,1,0,0,0,1
0,-14000,26000,29,16020,4,10,0,1,1,0,0,0,1
600,355,855,32,10512,4,12,0,0,0,0,0,0,0
7999,6799,10799,34,12360,1,16,0,0,0,0,0,0,0
1100,645,645,43,12240,3,12,1,0,0,0,0,0,0
831,-369,22831,49,25704,1,13,1,0,0,0,0,0,1
0,0,39000,56,4080,7,3,0,1,0,0,0,0,1
455,-745,24255,29,44511,5,13,0,1,1,0,0,0,1
2656,1340,60000,41,29715,1,15,1,0,0,0,0,0,1
5700,7700,87100,32,21915,2,17,1,0,0,0,0,1,1
1500,1900,14500,39,48027,1,17,1,0,0,0,0,1,1
61211,-336789,-201789,55,46221,3,12,0,1,1,0,0,1,1
3500,1100,7100,26,26475,1,16,0,0,0,0,0,0,0
5,5,6994,31,28356,5,12,0,1,1,0,0,0,0
32,-4968,-2468,29,19140,2,12,0,0,0,0,0,0,0
400,-5400,-5025,31,39567,4,12,1,1,1,0,0,0,0
0,-5800,-2412,45,17685,1,12,0,0,0,0,0,0,0
1598,-1502,-1502,29,21021,3,16,0,1,1,0,0,0,0
1300,3300,51075,40,19548,3,16,1,0,0,0,0,1,1
873,-4827,-4827,26,47652,2,14,0,1,1,0,0,0,0
0,-7500,-7500,33,31260,4,12,0,1,1,0,0,0,0
1000,1000,7200,27,54000,1,12,0,0,0,0,0,0,0
710,-22065,-6065,48,26952,6,13,0,1,0,0,0,0,1
0,-500,21075,54,9072,1,10,0,0,0,0,0,0,1
0,0,500,34,8199,1,11,0,0,0,0,0,0,0
400,400,10600,56,32376,2,12,0,1,0,0,0,0,1
500,-5500,34500,49,74310,6,12,0,1,1,0,0,0,1
9999,6399,27399,56,25761,2,16,0,1,0,0,0,0,1
50,-950,1050,38,15360,4,12,0,1,0,0,0,0,1
6005,6005,10255,29,21660,1,14,0,0,0,0,0,0,0
4540,340,26840,49,41154,4,12,0,1,1,0,0,0,1
2210,-790,-790,49,40512,3,12,0,1,0,0,0,0,0
1125,-1875,625,27,13215,1,13,0,0,0,0,0,0,0
5031,12211,87211,39,65172,2,16,0,1,1,0,0,1,1
169,169,1994,27,18909,2,12,0,0,0,0,0,0,0
0,0,0,33,17160,6,13,0,1,0,0,0,0,1
25,-775,5321,44,23100,1,12,0,0,0,0,0,0,0
0,0,1000,32,9780,1,12,0,1,0,0,0,0,0
0,0,0,60,5520,1,13,0,0,0,0,0,0,0
2400,2400,5750,42,21600,3,12,1,0,0,0,0,0,0
5000,4924,6849,48,11244,1,14,0,0,0,0,0,0,0
3999,3999,10092,34,14976,1,12,0,0,0,0,0,0,0
100,100,1100,47,32043,1,14,0,0,0,0,0,0,0
7250,6850,38850,40,51198,2,14,0,1,1,0,0,0,1
1000,900,26400,44,15198,3,6,0,0,0,0,0,0,1
800,800,14800,48,37080,4,12,0,1,1,0,0,0,1
24320,24320,24320,31,42336,5,14,0,1,1,0,0,0,0
0,-4000,20000,41,21735,4,12,0,1,1,0,0,0,1
500,-4500,61243,39,24375,3,12,0,0,0,0,0,0,1
300,-24900,-24150,35,40005,1,17,0,0,0,0,0,0,0
150,100,2100,37,32427,2,12,0,1,1,0,0,0,0
15600,15575,49475,59,15588,1,9,0,0,0,0,0,0,1
12000,12000,132000,55,34542,4,12,0,1,1,0,0,0,1
3200,1700,30700,40,33066,4,8,0,1,0,0,0,0,0
15149,15149,254928,63,36978,1,14,0,0,0,0,0,0,1
4319,29319,208319,47,87720,2,12,0,1,0,0,0,1,1
0,0,172053,35,26217,1,15,0,0,0,0,0,0,1
9999,-14201,-14201,50,66360,4,18,0,1,1,0,0,0,0
3900,3900,59400,55,12600,3,8,0,0,0,0,0,0,1
1849,1849,1849,28,29934,2,14,0,1,0,0,0,0,0
5841,5241,10991,34,28410,2,15,1,0,0,0,0,0,0
0,0,2500,62,12036,1,10,0,0,0,0,0,0,0
100,-95,3905,34,13509,7,3,0,1,0,0,0,0,1
52200,51200,107500,42,26016,2,14,0,0,0,0,0,0,1
2100,300,2300,26,16095,3,12,0,1,0,0,0,0,0
1069,-2431,64219,31,37317,2,16,0,0,0,0,0,0,1
499,499,499,30,20430,1,13,0,0,0,0,0,0,0
3450,-3850,67200,60,8850,1,11,0,0,0,0,0,0,1
799,-14361,-4061,31,52185,4,16,0,1,1,0,0,0,1
0,-1850,28950,37,28065,4,14,0,1,1,0,0,0,1
500,-2500,22500,57,26832,2,12,1,1,0,0,0,0,1
3000,1000,4350,40,16218,1,16,0,0,0,0,0,0,0
0,0,0,45,5277,3,7,0,0,0,0,0,0,0
2300,1650,19650,34,21348,4,2,0,1,1,0,0,0,1
1099,-58901,-38901,26,17700,2,14,0,1,1,0,0,0,1
200,800,4300,29,17595,1,14,0,0,0,0,0,1,0
10049,7749,27749,26,31395,2,16,0,1,1,0,0,0,1
12200,17300,133300,61,58680,2,12,1,1,1,0,0,1,1
8000,5500,75500,33,38850,5,12,0,1,0,0,0,0,1
900,-2719,5581,27,25971,3,14,0,1,1,0,0,0,1
2500,550,2816,28,45045,1,16,0,0,0,0,0,0,0
0,-1000,-1000,38,30540,4,11,0,1,1,0,0,0,1
14600,-1500,154064,40,60699,3,13,0,1,1,0,0,0,1
26000,26000,370000,46,60396,3,16,0,1,0,0,0,0,1
900,8600,32025,38,14415,1,12,0,0,0,0,0,1,1
1628,-6072,32928,30,39957,4,12,0,1,1,0,0,0,1
2899,699,39199,42,64176,4,12,0,1,1,0,0,0,1
1399,-5951,18049,47,16407,2,11,0,1,1,0,0,0,1
0,-5100,91900,48,35700,4,12,0,1,0,0,0,0,1
1440,634,1134,32,17940,1,12,0,0,0,0,0,0,0
0,0,19400,44,7704,2,12,0,0,0,0,0,0,1
120,-180,320,28,28572,1,12,0,0,0,0,0,0,0
3000,3000,47475,53,28980,1,12,0,0,0,0,0,0,1
1500,-47500,-31600,42,63207,5,12,0,1,1,0,0,0,1
1284,-7606,17894,49,26400,2,10,0,1,0,0,0,1,1
6100,6100,6100,60,21720,1,12,0,0,0,0,0,0,0
448,448,1198,30,15300,1,12,1,0,0,0,0,0,0
10,-90,129910,50,15000,4,13,0,0,0,0,0,0,1
0,-2880,120,32,9033,4,12,0,1,1,0,0,0,0
18000,18000,22650,27,11799,1,18,0,0,0,0,0,0,0
7149,9249,190249,29,16827,3,16,0,1,0,0,0,1,1
4100,3484,25984,38,25290,5,14,0,1,0,0,0,0,1
75,75,3800,42,19512,1,14,0,0,0,0,0,0,0
1000,-5400,11600,47,51960,3,10,0,1,1,0,0,0,1
100,100,23900,36,34386,4,12,0,1,1,0,0,0,1
1200,3300,88300,34,26991,4,13,0,1,1,0,0,1,1
1700,10300,38720,35,41733,5,12,0,1,1,0,0,1,1
15000,15000,15500,45,11712,4,12,0,0,0,0,0,0,0
500,-1600,-1600,36,36000,4,12,0,1,0,0,0,0,1
3674,1174,3174,25,30219,4,14,0,1,1,0,0,0,1
1550,50,10050,38,53658,3,14,0,1,1,0,0,0,0
550,-3980,44020,54,27870,4,12,0,1,0,0,0,0,1
14999,14999,16999,62,55524,3,13,0,1,1,0,0,0,0
136,-2364,72636,46,12954,5,12,0,0,0,0,0,0,1
0,0,3743,25,14013,1,13,0,0,0,0,0,0,0
126,-11000,51000,28,31824,5,12,0,1,1,0,0,0,1
800,-2200,-2200,32,22314,7,12,0,1,0,0,0,0,0
1038,-3248,-2248,27,25995,5,12,0,1,1,0,0,0,0
8000,15000,49500,33,50751,4,16,0,1,0,0,0,1,1
400,-5600,-5600,31,20880,2,13,0,1,1,0,0,0,0
0,0,0,27,8286,1,12,0,0,0,0,0,0,0
10000,9400,9400,31,32202,3,11,0,1,1,0,0,0,0
0,-18000,-17875,26,37608,1,18,0,0,0,0,0,0,0
0,-900,21100,35,28755,7,12,1,1,1,0,0,0,1
100,-100,35400,51,16968,4,13,1,0,0,0,0,0,1
0,-200,-200,35,12960,4,14,0,1,0,0,0,0,0
4420,4190,4190,52,7704,1,12,0,0,0,0,0,0,0
5099,5099,79099,37,21078,1,15,1,1,0,0,0,0,1
1275,-810,-810,36,38061,4,14,0,1,1,0,0,0,1
0,0,0,31,14400,1,12,0,0,0,0,0,0,0
20300,15800,15800,32,86280,4,12,1,1,1,0,0,0,0
8049,7049,43049,30,36693,4,12,0,1,1,0,0,0,1
0,0,613,40,19200,2,14,0,0,0,0,0,0,0
3900,-8400,-8400,31,46800,3,16,0,1,1,0,0,0,0
500,-4200,250,40,31860,3,16,0,0,0,0,0,0,1
200,200,2700,37,17850,4,12,0,1,0,0,0,0,1
2,-3088,-3088,45,28944,3,12,0,1,0,0,0,0,0
0,-18000,-8000,40,18900,6,9,0,1,0,0,0,0,0
2600,-4400,9500,37,38601,5,12,0,1,1,0,0,0,1
20399,19499,22849,49,21090,1,13,0,0,0,0,0,1,0
300,300,1400,27,19800,1,12,0,0,0,0,0,0,0
500,-4850,-4850,39,28125,4,14,1,1,1,0,0,0,0
1449,-17051,37949,64,39339,2,12,1,1,1,0,0,1,1
1400,-7600,-3700,27,16830,1,14,0,0,0,0,0,0,0
3499,7499,35499,63,24708,2,11,0,1,1,0,0,1,1
73300,84248,346398,62,92598,2,18,1,1,1,0,0,1,1
11997,11997,306997,51,30456,3,12,0,1,1,0,0,0,1
300,-8900,-4550,30,28443,1,16,0,0,0,0,0,0,0
0,-1050,36950,33,9288,3,10,0,0,0,0,0,0,1
0,0,500,33,20400,1,12,0,0,0,0,0,0,0
720,699,5568,35,22113,1,13,1,0,0,0,0,1,1
4,-2996,15657,33,11376,3,12,0,0,0,0,0,0,1
0,-275,22725,27,17040,3,12,0,1,0,0,0,0,1
0,0,27500,40,8262,5,4,0,1,0,0,0,0,1
150,-8550,-3175,30,10560,5,12,0,1,0,0,0,0,1
11550,13400,20400,26,32070,2,16,0,1,1,0,0,1,0
1200,15500,280500,39,52077,5,12,0,1,1,0,0,1,1
1200,-20800,62700,30,41412,3,14,0,1,1,0,0,0,1
1500,0,500,64,30174,1,18,0,0,0,0,0,0,0
100,100,2600,60,17328,2,14,0,0,0,0,0,0,1
4800,1800,3300,56,24672,1,12,0,0,0,0,0,0,0
3010,442,40942,27,15735,1,16,0,0,0,0,0,1,1
300,300,300,41,49980,5,12,0,1,1,0,0,0,0
5000,3900,13900,28,42801,2,13,0,1,1,0,0,0,1
1450,650,24650,61,30513,2,11,0,1,0,0,0,0,1
157,-8952,-7327,29,21405,3,14,0,0,0,0,0,0,0
82499,99899,159899,56,53847,2,12,0,1,0,0,0,1,1
70,-8770,27229,30,25422,4,12,1,1,1,0,0,0,1
96,96,65096,42,18540,3,12,0,1,0,0,0,0,1
299,-4001,172999,38,13278,4,12,0,0,0,0,0,0,1
35300,34450,67450,31,42750,2,12,0,1,1,0,0,0,1
266968,236331,726456,50,65901,4,15,0,1,1,0,0,1,1
50,-21450,-12407,41,26901,2,15,0,0,0,0,0,0,0
0,0,8500,55,32640,3,13,0,1,1,0,0,0,0
0,0,60500,45,7752,1,1,0,0,0,0,0,0,1
18000,17200,22442,56,20310,2,12,0,0,0,0,0,0,0
3200,2700,105700,34,21672,5,9,0,1,0,0,0,0,1
75,-1025,2575,39,37431,4,12,0,1,1,1,0,0,0
100,100,1600,25,18258,1,12,0,0,0,1,0,0,0
1777,977,54177,43,47946,3,12,1,1,1,1,0,0,1
5100,80020,190520,46,99372,5,12,0,1,0,1,1,1,1
583,583,583,44,24678,3,12,1,0,0,1,0,0,0
125600,215600,386600,53,111282,4,18,0,1,1,1,1,1,1
4600,5731,10806,40,44730,1,12,0,0,0,1,1,0,1
15250,48684,140684,59,39609,2,14,0,1,0,1,0,1,1
14,964,964,37,18540,5,12,1,0,0,1,1,0,0
22979,21948,66948,57,54723,2,14,1,1,1,1,1,0,1
80000,182500,289500,50,104400,3,18,0,1,1,1,1,1,1
3510,-18890,270110,48,37338,7,13,0,1,1,1,0,1,1
1100,-7061,108539,50,45762,4,12,0,1,1,1,1,0,1
44656,46987,196987,64,60060,2,12,0,1,0,1,1,0,1
8400,10960,20310,42,34764,3,18,0,0,0,1,1,1,1
2175,9675,35375,39,38856,4,12,0,1,1,1,1,0,1
600,7600,7600,51,37965,4,12,0,1,1,1,1,0,0
7000,7000,27000,30,20640,4,12,0,1,0,1,0,0,1
9296,5696,11071,33,36963,1,14,1,0,0,1,1,0,1
1000,700,700,37,24333,5,12,0,1,0,1,1,0,0
9000,8520,52720,46,47655,2,16,1,1,1,1,0,0,1
1990,3490,32065,37,26895,1,12,1,0,0,1,1,0,1
10249,60249,101074,60,20796,2,8,1,0,0,1,1,0,1
500,-500,72500,31,32412,8,12,0,1,1,1,0,0,1
35,19205,110905,55,37026,2,12,1,1,1,1,1,1,1
2775,1675,291675,31,69537,3,17,0,1,0,1,0,0,1
250,-1000,24000,43,29544,4,12,0,1,0,1,0,0,1
6150,24250,51250,37,93090,4,13,0,1,1,1,1,1,1
6200,11055,36080,48,21420,3,12,0,0,0,1,1,0,1
31000,36000,78500,56,25143,3,13,0,0,0,1,1,0,1
8000,29800,81050,34,50442,1,17,1,0,0,1,1,1,1
600,20600,20600,61,32490,3,10,1,0,0,1,1,0,0
16499,50299,81099,32,90729,2,18,0,1,1,1,1,1,1
23000,42600,52775,28,42540,1,18,0,0,0,1,1,1,0
2500,350,36350,29,35670,4,12,1,1,1,1,0,0,1
2024,75554,268054,35,86472,4,16,1,1,1,1,1,1,1
7796,-5825,175,34,79269,2,16,0,1,1,1,0,0,0
999,399,52399,36,64971,4,12,0,1,0,1,0,0,1
1698,-802,16579,41,35772,4,12,0,1,1,1,0,0,1
200,-2910,-2910,50,24114,6,11,0,1,0,1,1,0,0
2748,-11892,127608,41,37242,4,8,0,1,1,1,1,0,1
20500,34000,217750,30,62652,1,16,1,0,0,1,1,0,1
34300,34300,624300,63,41991,2,12,0,1,0,1,0,0,1
8548,3748,27748,33,58026,3,12,0,1,1,1,1,0,1
1999,18699,218699,55,34770,5,12,1,1,1,1,1,1,1
50,-2250,-50,31,19506,3,14,0,0,0,1,1,0,0
35639,123639,237100,43,29466,2,18,0,0,0,1,1,1,1
800,200,23200,45,29838,4,8,0,1,0,1,1,0,1
0,0,3800,42,29070,2,1,0,0,0,1,0,0,1
19999,73999,163674,61,31017,1,12,1,0,0,1,1,1,1
18500,105151,110151,41,39780,2,12,0,1,1,1,1,1,0
500,-4000,-4000,40,35718,2,12,0,1,1,1,1,0,0
8000,22440,65940,57,52632,2,12,0,1,0,1,1,1,1
1200,-4400,-525,25,27615,1,14,0,0,0,1,1,0,0
3750,20050,22096,31,58275,1,15,1,0,0,1,1,1,1
600,37750,445100,57,53004,1,18,1,0,0,1,1,1,1
4050,550,23946,26,29580,1,16,1,0,0,1,0,0,1
40365,123365,213365,56,42417,3,8,0,1,1,1,1,1,1
15,15,15,49,24450,1,13,1,0,0,1,0,0,0
5099,-21901,12499,30,100302,1,18,0,0,0,1,1,0,1
510,-55,1064,36,15780,2,12,1,0,0,1,0,0,0
9500,24000,30275,29,60600,1,16,0,0,0,1,1,0,0
2500,-7600,-7600,28,28764,1,16,0,0,0,1,1,0,0
381,10381,15581,38,23790,5,12,0,1,0,1,1,0,1
9999,102799,265799,64,103431,2,12,0,1,0,1,1,1,1
220,-3780,3770,26,42222,2,18,1,1,1,1,0,0,1
0,1000,1266,43,5379,1,11,0,0,0,1,1,0,0
0,-19000,-19000,26,22695,1,16,1,0,0,1,0,0,0
2900,-27700,17300,40,46026,3,12,1,1,1,1,0,1,1
3400,15200,31200,29,53172,3,18,1,1,1,1,1,0,1
130229,130229,265229,50,58176,2,12,0,1,0,1,0,0,1
519,17519,97519,41,109587,5,14,0,1,1,1,0,1,1
301000,322000,562679,62,64545,1,18,1,0,0,1,0,1,1
3420,37920,121120,33,42816,4,13,0,1,1,1,1,0,1
25274,26874,114474,32,112500,2,14,0,1,1,1,1,1,1
0,-30000,30000,62,21276,2,9,0,1,0,1,0,0,1
5245,8345,27145,38,35718,3,12,0,1,1,1,1,0,1
725,4325,6825,32,22872,1,15,1,0,0,1,1,0,0
2534,13034,258034,51,53700,4,12,0,1,0,1,1,0,1
500,50,60050,59,30000,3,12,0,1,0,1,0,0,1
3048,31848,182348,38,57480,4,16,0,1,1,1,1,1,1
4398,-4602,65398,59,36864,2,12,0,1,0,1,0,1,1
310,-190,52035,46,27900,1,16,1,0,0,1,0,0,1
0,-5550,7450,27,21921,4,10,0,1,1,1,1,0,1
1199,7989,7989,58,19878,3,14,1,1,0,1,1,0,0
5754,31230,75599,43,45798,4,18,0,1,1,1,1,1,1
0,-750,2594,27,24603,2,12,0,1,1,1,0,0,0
900,-32500,-16275,44,57306,1,13,1,0,0,1,0,0,1
100,400,3375,28,30129,1,12,1,0,0,1,1,0,0
20,-30480,-30480,51,9435,3,16,1,0,0,1,0,0,0
32050,42050,122050,38,76941,4,15,0,1,1,1,0,1,0
35000,36500,70500,56,34743,4,12,0,1,1,1,1,1,1
5648,3038,21038,30,47001,2,16,0,1,1,1,1,1,1
449,1449,1449,36,44175,3,12,0,1,1,1,1,0,0
115,115,10213,32,17520,5,14,0,1,0,1,0,0,0
1000,18800,117800,27,43275,3,18,1,1,1,1,1,0,1
20689,19689,35789,30,64944,4,12,0,1,0,1,0,0,1
600,2859,14359,35,27600,3,12,0,1,1,1,1,1,1
14600,36540,72040,43,59757,2,14,0,1,1,1,1,0,1
850,-4408,35125,38,29391,1,12,1,0,0,1,0,0,1
500,-1500,10596,35,41526,2,12,1,1,1,1,0,0,0
3225,2425,53425,41,51981,4,12,0,1,1,1,0,0,1
3030,-26670,43891,34,36411,2,18,1,0,0,1,1,0,1
10300,27000,106000,37,66303,4,12,1,1,1,1,1,1,1
600,100,1100,30,23112,3,12,0,1,1,1,0,0,0
20000,97300,327300,47,116001,3,15,0,1,1,1,1,1,1
600,5100,11225,35,27600,1,16,1,0,0,1,1,0,1
1385,5335,116437,54,31098,2,12,0,1,0,1,1,0,1
20,3020,62220,43,24630,2,12,0,1,0,1,1,0,1
800,800,3800,31,23235,1,14,1,0,0,1,0,0,0
7500,11000,36000,54,66018,2,14,0,1,1,1,1,0,1
3949,37049,157049,46,44154,3,12,1,1,1,1,1,1,1
103998,96498,120498,40,86292,4,16,0,1,0,1,0,0,1
485,-3015,916,33,23730,4,12,0,1,1,1,0,0,1
255863,250863,477863,63,98712,3,16,1,1,1,1,0,0,1
520,-19280,-18780,27,21729,1,12,0,0,0,1,0,0,0
12047,17047,19997,55,20898,1,14,1,0,0,1,1,0,0
